Time from Start to Finish (seconds),Q1,Q2,Q3,Q4,Q5,Q6,Q7_Part_1,Q7_Part_2,Q7_Part_3,Q7_Part_4,Q7_Part_5,Q7_Part_6,Q7_Part_7,Q7_Part_8,Q7_Part_9,Q7_Part_10,Q7_Part_11,Q7_Part_12,Q7_OTHER,Q8
619,18-21,Man,United States of America,Master’s degree,Student,3-5 years,Python,,,,C++,,,,,,,,,Python
899,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,Javascript,,,Bash,,,,Python
65,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,,,,,,,,,,,,,,,
547,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-2 years,Python,,,,,,,,,,,,,Python
1494,22-24,Woman,India,Doctoral degree,Currently not employed,< 1 years,Python,R,,,,,,,,,MATLAB,,,Python
37969,22-24,Man,Canada,Master’s degree,Student,1-2 years,Python,,,,,,,,,,,,Other,Python
58,18-21,Man,India,Bachelor’s degree,Student,,,,,,,,,,,,,,,
1463,50-54,Man,Japan,Master’s degree,Product/Project Manager,20+ years,Python,,SQL,,,Java,,,,,,,,Python
38584,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,,,,,Python
589,18-21,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
266,22-24,Man,India,Bachelor’s degree,Software Engineer,I have never written code,,,,,,,,,,,,,,
1687,40-44,Man,Other,Bachelor’s degree,Other,I have never written code,,,,,,,,,,,,,,
4521,18-21,Man,Brazil,Bachelor’s degree,Software Engineer,1-2 years,Python,R,,C,,,Javascript,,,,,,,R
783,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,SQL,C,C++,,,,,,,,,Python
369,35-39,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,,,,,Javascript,,,,,,Other,Other
318,22-24,Man,Kenya,Bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
281,55-59,Woman,Brazil,Doctoral degree,Currently not employed,I have never written code,,,,,,,,,,,,,,
27320,25-29,Man,India,Master’s degree,Student,< 1 years,Python,,,,,,,,,,,,,C
534,22-24,Man,Italy,Master’s degree,Machine Learning Engineer,5-10 years,Python,,,,,,,,,,,,,Python
502,25-29,Man,India,Bachelor’s degree,Data Engineer,3-5 years,Python,,SQL,,,Java,,,,Bash,,,,Python
5701,22-24,Man,Spain,Master’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
546,40-44,Man,United States of America,Master’s degree,Statistician,10-20 years,Python,R,SQL,,,,,,,,,,,Python
142,25-29,Woman,Japan,Master’s degree,Research Scientist,1-2 years,Python,,,C,C++,Java,,,,Bash,,,,C
102,22-24,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years,Python,,,,C++,,,,,,,,,Python
729,22-24,Man,Russia,Master’s degree,Data Analyst,1-2 years,Python,,,,C++,,,,,,,,,Python
177076,45-49,Man,Other,Professional degree,Software Engineer,10-20 years,Python,,SQL,,,,Javascript,,,,,,Other,Javascript
12062,18-21,Woman,Turkey,Bachelor’s degree,Student,< 1 years,Python,,,,,Java,,,,,,,,Python
949,18-21,Man,India,Bachelor’s degree,Student,< 1 years,Python,R,,,,,,,,,,,,Python
673,55-59,Man,Germany,Doctoral degree,Business Analyst,20+ years,Python,R,SQL,C,C++,Java,,,,,,,,R
216,22-24,Man,India,Bachelor’s degree,Data Analyst,1-2 years,Python,,,,,,,,,,,,,Python
2262,22-24,Man,India,Master’s degree,Student,< 1 years,Python,,SQL,,,,,,,,,,,Python
815,50-54,Man,United States of America,Master’s degree,Software Engineer,20+ years,Python,,SQL,,,,,,,Bash,,,,Python
437,18-21,Man,India,Master’s degree,Student,< 1 years,,,,,,Java,,,,,,,,Python
827,60-69,Man,United States of America,Master’s degree,Other,20+ years,Python,,SQL,,C++,,,,,,,,,Python
189,40-44,Man,Turkey,I prefer not to answer,Other,I have never written code,,,,,,,,,,,,,,
609,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,Python,,,C,C++,,,,,,,,,Python
199,22-24,Man,Japan,Bachelor’s degree,Student,5-10 years,Python,,,C,C++,Java,Javascript,,,,MATLAB,,,Python
98,18-21,Woman,India,Bachelor’s degree,,,,,,,,,,,,,,,,
865,25-29,Man,India,Master’s degree,Other,5-10 years,Python,,,,,Java,Javascript,,,,,,,C++
237,40-44,Man,South Korea,Bachelor’s degree,Currently not employed,1-2 years,Python,,,,,,,,,,,,,Python
444,25-29,Man,India,Master’s degree,Data Scientist,1-2 years,Python,,SQL,,,,,,,,,,Other,Python
1865,50-54,Man,Other,Doctoral degree,Research Scientist,I have never written code,,,,,,,,,,,,,,
192,18-21,Man,India,Bachelor’s degree,Student,3-5 years,,,SQL,C,C++,Java,,,,,,,,Python
456,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,Python,,,,C++,,,,,,,,,C++
2853,30-34,Man,Mexico,Master’s degree,Data Analyst,< 1 years,Python,,,,,,,,,,,,,Python
567,22-24,Man,China,Master’s degree,Student,3-5 years,Python,,,,,,,,,,,,,C
4096,22-24,Man,United States of America,Master’s degree,Business Analyst,3-5 years,Python,R,SQL,,,,,,,,,,Other,Python
709,25-29,Man,Ireland,Master’s degree,Data Analyst,< 1 years,,,,,,,,,,,,None,,Python
268,18-21,Man,India,Bachelor’s degree,Data Scientist,1-2 years,Python,,,,C++,,,,,,,,,Python
688,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,C,,Java,,,,,,,,Python
1193,18-21,Woman,India,Bachelor’s degree,Student,1-2 years,Python,,SQL,,C++,,,,,,,,,Python
3701,25-29,Woman,Germany,Doctoral degree,Student,3-5 years,Python,,SQL,,,,,,,,,,,Python
456,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Python,,,C,C++,,,,,,,,,Python
736,25-29,Man,Taiwan,Master’s degree,Other,< 1 years,Python,,,,,,,,,,,,,Python
133238,45-49,Man,"Iran, Islamic Republic of...",Master’s degree,Machine Learning Engineer,20+ years,Python,,,C,,,,,,,MATLAB,,Other,Other
2613,35-39,Man,Spain,Master’s degree,Data Engineer,5-10 years,Python,R,,,,,,,,,,,Other,R
996,30-34,Man,Sweden,Master’s degree,Data Scientist,5-10 years,Python,,,,,,,,,,,,,Python
600,35-39,Man,Spain,Doctoral degree,Other,10-20 years,Python,,SQL,,,Java,Javascript,,,Bash,,,Other,Python
1339,50-54,Man,Nigeria,Master’s degree,Currently not employed,5-10 years,Python,,,,,,,,,,,,,Python
36,22-24,Man,India,,,,,,,,,,,,,,,,,
780,40-44,Man,Poland,Doctoral degree,Business Analyst,< 1 years,Python,,SQL,,,,,,,,,,,Python
105,30-34,Woman,Germany,Master’s degree,Student,I have never written code,,,,,,,,,,,,,,
597,35-39,Woman,Poland,Master’s degree,Data Analyst,3-5 years,,,SQL,,,,,,,,,,,Python
61220,25-29,Woman,Tunisia,Master’s degree,Student,1-2 years,Python,R,SQL,,,,,,,,,,,Python
796,55-59,Man,Netherlands,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,Bash,,,,Python
149,18-21,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,,C++,,,,,,,,,C
610,22-24,Man,Pakistan,Master’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
468,60-69,Man,United States of America,Master’s degree,Product/Project Manager,20+ years,Python,,SQL,,,,Javascript,,,,,,,Python
637,22-24,Man,India,Master’s degree,Other,1-2 years,Python,R,,,,,,,,,,,,Python
1239,45-49,Man,Canada,Master’s degree,Software Engineer,20+ years,Python,R,,C,C++,,Javascript,,,Bash,,,,Python
489,55-59,Man,United States of America,Master’s degree,Product/Project Manager,20+ years,,,,,,,,,,,MATLAB,,,Python
517,55-59,Man,France,Doctoral degree,Data Scientist,20+ years,Python,,,,,,,,,,,,,Python
783,22-24,Man,India,Bachelor’s degree,Student,1-2 years,,R,,,,,Javascript,,,,MATLAB,,,Javascript
603,22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years,Python,,SQL,,C++,Java,Javascript,,,,,,,Python
31,25-29,Man,Bangladesh,,,,,,,,,,,,,,,,,
102469,18-21,Man,India,Bachelor’s degree,Data Scientist,1-2 years,Python,,,C,,,,,,,,,,Python
376,22-24,Woman,India,Master’s degree,Student,3-5 years,Python,,,C,C++,,Javascript,,,,,,,Python
544,22-24,Woman,India,Master’s degree,Currently not employed,1-2 years,Python,,,C,,Java,,,,,,,,Python
468214,25-29,Man,United States of America,Bachelor’s degree,Data Scientist,10-20 years,Python,R,SQL,,,,,,,,,,,SQL
2802,18-21,Man,Kenya,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,Javascript,,,,,,,Python
8150,22-24,Man,Other,Bachelor’s degree,Software Engineer,,,,,,,,,,,,,,,
819,35-39,Man,Japan,Master’s degree,Data Scientist,5-10 years,Python,,,,,,,,,,,,,Python
135,18-21,Man,India,Master’s degree,Student,1-2 years,Python,,SQL,,C++,Java,Javascript,,,,,,,Python
994,40-44,Man,Brazil,Master’s degree,Software Engineer,20+ years,Python,,,C,,Java,,,,Bash,,,,Python
1224,18-21,Man,Turkey,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
996,18-21,Man,India,Bachelor’s degree,Student,3-5 years,Python,,,C,,Java,,,,,,,,Python
619,35-39,Man,India,Master’s degree,Machine Learning Engineer,1-2 years,Python,,,,,,,,,,,,,Python
4853,30-34,Man,Other,Master’s degree,Software Engineer,5-10 years,Python,,SQL,,C++,Java,Javascript,,,,,,,Python
737,30-34,Man,India,Bachelor’s degree,Currently not employed,I have never written code,,,,,,,,,,,,,,
117,30-34,Man,Bangladesh,Master’s degree,Other,3-5 years,,,,,,,,,,,,,,
198,18-21,Man,Ghana,Master’s degree,Student,I have never written code,,,,,,,,,,,,,,
330,22-24,Man,China,Master’s degree,Student,3-5 years,Python,,,,C++,,,,,,,,,Python
1890,22-24,Man,Greece,Some college/university study without earning a bachelor’s degree,Product/Project Manager,3-5 years,Python,,SQL,,,,,,,,,,,Python
402,35-39,Man,Tunisia,Doctoral degree,Student,I have never written code,,,,,,,,,,,,,,
544,22-24,Man,Other,I prefer not to answer,Student,3-5 years,Python,,SQL,,C++,,Javascript,,,,,,,Python
398,35-39,Man,Other,Bachelor’s degree,Currently not employed,10-20 years,Python,,SQL,C,,Java,,,,,,,,Python
760,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Currently not employed,10-20 years,Python,,SQL,,,,,,,Bash,,,Other,Python
752,30-34,Man,Indonesia,Bachelor’s degree,Other,< 1 years,,R,,,,,,,,,,,,R
826,50-54,Man,Taiwan,Doctoral degree,Research Scientist,10-20 years,Python,R,SQL,,C++,Java,,,,,,,,Python
652,22-24,Man,India,Doctoral degree,Currently not employed,3-5 years,Python,,,,,,,,,,,,,Python
668,35-39,Man,Australia,Bachelor’s degree,Other,< 1 years,Python,,,,,,Javascript,,,,,,,Python
416,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Product/Project Manager,I have never written code,,,,,,,,,,,,,,
575,40-44,Man,United States of America,Doctoral degree,Research Scientist,10-20 years,Python,R,,,,,,,,,,,,Python
1297,25-29,Man,India,Master’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
452,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,Java,,,,,MATLAB,,,Python
386,30-34,Man,Russia,No formal education past high school,DBA/Database Engineer,1-2 years,Python,,,,,,,,,,,,,Python
584,35-39,Man,United States of America,Master’s degree,Other,20+ years,Python,,SQL,C,C++,,,,,Bash,MATLAB,,,Python
666,22-24,Man,Brazil,Bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
490,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
578,40-44,Man,Taiwan,Master’s degree,DBA/Database Engineer,10-20 years,Python,,SQL,,,,,,,,,,Other,Python
800,30-34,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years,Python,,,,,,,,,,,,,Python
822,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,< 1 years,Python,,,,,,,,,,,,,Python
95,30-34,Man,India,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,Python,,SQL,C,C++,,,,,,MATLAB,,Other,Python
1072,30-34,Man,Mexico,Doctoral degree,Software Engineer,10-20 years,Python,,SQL,,,,,,,,,,,Python
1445,40-44,Man,India,Master’s degree,Product/Project Manager,1-2 years,Python,R,,,,,,,,,,,,Python
665,30-34,Man,Other,Master’s degree,Other,1-2 years,Python,,,,,,,,,,MATLAB,,,MATLAB
780,55-59,Man,Italy,Doctoral degree,Currently not employed,20+ years,Python,R,SQL,,C++,,,,,,,,,Python
433,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
830,22-24,Man,India,Bachelor’s degree,Data Scientist,1-2 years,Python,,,,,,,,,,,,,Python
16200,25-29,Man,Republic of Korea,Master’s degree,Student,3-5 years,Python,,,C,,Java,,,,,,,,Python
655,25-29,Man,India,Bachelor’s degree,Data Analyst,3-5 years,Python,R,SQL,,,,,,,Bash,,,,Python
943,18-21,Man,India,Master’s degree,Student,3-5 years,Python,,,,,,,,,,MATLAB,,,Python
727,22-24,Man,India,Master’s degree,Student,5-10 years,Python,,SQL,C,C++,Java,,,,,,,,Python
458,22-24,Man,India,Bachelor’s degree,Data Engineer,I have never written code,,,,,,,,,,,,,,
668,35-39,Man,Republic of Korea,Master’s degree,Product/Project Manager,< 1 years,Python,,,,,,,,,,,,,Python
550,25-29,Man,France,Master’s degree,Data Scientist,3-5 years,Python,,,,C++,,,,,,MATLAB,,,Python
327,25-29,Woman,India,Master’s degree,Data Analyst,3-5 years,Python,,SQL,,,,,,,,,,,Python
785,18-21,Man,Kenya,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
202,22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Python,,,,C++,,,,,,MATLAB,,,Python
6378,25-29,Woman,United States of America,Master’s degree,Data Scientist,3-5 years,Python,R,SQL,,,,,,,,,,,Python
973,35-39,Man,United States of America,Master’s degree,Data Scientist,10-20 years,Python,,SQL,,,,,Julia,,,,,,SQL
412,45-49,Man,United States of America,Doctoral degree,Research Scientist,20+ years,Python,R,,,,,,,,,,,,R
491,25-29,Man,Germany,Master’s degree,Currently not employed,3-5 years,,R,,,,,,,,,,,,MATLAB
321,30-34,Man,Bangladesh,Master’s degree,Research Scientist,< 1 years,Python,,,C,C++,,,,,,MATLAB,,,Python
298,45-49,Man,Saudi Arabia,Bachelor’s degree,Currently not employed,I have never written code,,,,,,,,,,,,,,
2657,40-44,Man,United Arab Emirates,Professional degree,Other,I have never written code,,,,,,,,,,,,,,
761,40-44,Woman,Chile,Master’s degree,Machine Learning Engineer,< 1 years,Python,,,,,,,,,,,,,MATLAB
347,25-29,Woman,United States of America,Master’s degree,Currently not employed,1-2 years,Python,,,,C++,,,,,,MATLAB,,,Python
61412,30-34,Woman,Turkey,I prefer not to answer,Student,1-2 years,Python,,SQL,,,,,,,,,,,Python
54,25-29,Man,Thailand,I prefer not to answer,,,,,,,,,,,,,,,,
529,25-29,Man,Australia,Master’s degree,Business Analyst,1-2 years,,R,SQL,,,,,,,,,,Other,Python
1141,50-54,Man,United States of America,Doctoral degree,Machine Learning Engineer,20+ years,Python,,,,,Java,Javascript,,,Bash,,,,Python
72,40-44,Man,United States of America,Master’s degree,Product/Project Manager,,,,,,,,,,,,,,,
32672,25-29,Man,United States of America,Master’s degree,Business Analyst,1-2 years,Python,,,,,,,,,,,,Other,Python
1119,40-44,Woman,Malaysia,Doctoral degree,Software Engineer,5-10 years,,,,,,,Javascript,,,,,,Other,Python
437,18-21,Woman,India,Bachelor’s degree,Data Scientist,3-5 years,Python,,SQL,C,C++,,,,,,,,,Python
4444,55-59,Man,Germany,Some college/university study without earning a bachelor’s degree,Data Engineer,20+ years,Python,,SQL,C,C++,Java,,,,,,,Other,Python
2723,40-44,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,10-20 years,Python,,,,C++,,,,,,,,,Python
1495,40-44,Man,India,Bachelor’s degree,Other,5-10 years,Python,,,,,,,,,,,,,Python
10629,45-49,Man,Colombia,Master’s degree,Business Analyst,< 1 years,,,,,,,,,,,,None,,Python
706,25-29,Man,China,Master’s degree,Currently not employed,3-5 years,Python,,,C,,,,,,,,,,Python
1299,25-29,Man,Colombia,Professional degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
426,35-39,Man,Greece,Master’s degree,Research Scientist,1-2 years,,R,SQL,,,,Javascript,,,,,,,Python
636,18-21,Man,India,Bachelor’s degree,Student,3-5 years,Python,,,,,,,,,Bash,,,,Python
866,50-54,Man,Japan,Bachelor’s degree,Machine Learning Engineer,20+ years,Python,,SQL,C,C++,,Javascript,,,,MATLAB,,,Javascript
35,18-21,Woman,Turkey,Some college/university study without earning a bachelor’s degree,,,,,,,,,,,,,,,,
1754,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-2 years,Python,,,,,,Javascript,,,,,,,Python
219,25-29,Man,United States of America,Master’s degree,Student,3-5 years,Python,R,SQL,,,,,,,,,,,Python
72,25-29,Man,Thailand,,,,,,,,,,,,,,,,,
1489,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,SQL,,C++,,,,,,,,,C++
887,22-24,Man,India,Bachelor’s degree,Other,< 1 years,Python,,,,,,,,,,,,,Python
528,30-34,Man,India,Master’s degree,Currently not employed,< 1 years,Python,,,,,,,,,,,,,Python
279,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,Javascript,,,,,,,Python
1083,25-29,Woman,"Iran, Islamic Republic of...",Doctoral degree,Research Scientist,5-10 years,Python,,,,,Java,,,,,,,,Python
189,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Currently not employed,< 1 years,,,,,,,,,,,MATLAB,,,Python
424,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,< 1 years,Python,R,,,,,,,,,,,,Python
712,25-29,Man,Japan,Master’s degree,Business Analyst,1-2 years,Python,,,,,,,,,,,,,Python
310,18-21,Woman,India,Master’s degree,Student,3-5 years,Python,,SQL,,C++,,,,,,,,,Java
54244,25-29,Man,United States of America,Master’s degree,Data Engineer,5-10 years,Python,,SQL,,,,,,,,,,,Python
423,45-49,Man,Ukraine,Some college/university study without earning a bachelor’s degree,Data Scientist,1-2 years,Python,,SQL,,,,,,,,,,,Python
624,18-21,Man,India,Bachelor’s degree,Currently not employed,3-5 years,Python,,,,C++,,Javascript,,,,,,,Python
450,35-39,Man,Turkey,Master’s degree,Student,1-2 years,,,,C,,Java,,,,,MATLAB,,,MATLAB
41,22-24,Man,China,,,,,,,,,,,,,,,,,
709,40-44,Man,India,Professional degree,Other,I have never written code,,,,,,,,,,,,,,
6359,25-29,Man,Other,Master’s degree,,,,,,,,,,,,,,,,
430,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years,Python,,,,,,,,,,,,,Python
634,18-21,Man,Belarus,Bachelor’s degree,Software Engineer,5-10 years,Python,,,,C++,Java,,,,,,,,Python
471,25-29,Man,United States of America,Master’s degree,Business Analyst,3-5 years,Python,,,,,,,,,,,,,Python
386,35-39,Man,Netherlands,Master’s degree,Data Analyst,3-5 years,,,SQL,,,,,,,,,,,Python
316,25-29,Woman,Philippines,Master’s degree,Data Engineer,1-2 years,Python,,SQL,,,,,,,,,,,Python
349,18-21,Man,Morocco,,,,,,,,,,,,,,,,,
1117,30-34,Man,Other,Master’s degree,Data Analyst,3-5 years,Python,,,,,,,,,,,,,Python
926,25-29,Man,Japan,Master’s degree,Data Scientist,5-10 years,Python,R,SQL,,,,,,,,,,,Python
568,22-24,Woman,India,Master’s degree,Data Analyst,< 1 years,Python,,SQL,,,,,,,,,,,Python
206,18-21,Man,United States of America,Bachelor’s degree,Student,< 1 years,,,,,,,Javascript,,,,,,,Other
675,55-59,Man,Australia,Bachelor’s degree,Statistician,20+ years,Python,,,,,,,,,,,,,Python
1237,30-34,Man,United States of America,Doctoral degree,Research Scientist,5-10 years,Python,,,,C++,,,,,Bash,,,,Python
73,22-24,Man,Spain,,,,,,,,,,,,,,,,,
6045,22-24,Woman,Nepal,Master’s degree,Software Engineer,3-5 years,Python,,SQL,,,Java,,,,,,,,Python
1000,45-49,Woman,Other,Master’s degree,Data Analyst,1-2 years,,R,SQL,,,,Javascript,,,,,,,SQL
480,35-39,Nonbinary,United States of America,Master’s degree,Data Scientist,10-20 years,Python,R,,,,,,,,,,,Other,Other
565,30-34,Man,Ukraine,Master’s degree,Data Scientist,3-5 years,Python,,,,,,,,,,,,,Python
266,22-24,Man,Morocco,Master’s degree,Currently not employed,5-10 years,Python,,SQL,,,Java,,,,,,,,Python
610,22-24,Man,Brazil,Master’s degree,Business Analyst,< 1 years,Python,R,SQL,,,,,,,,,,,R
